"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","4/96","90/12100",0.0056503651600044,0.0946117534686451,0.0835815788211177,"HLA-DRB1/HSPA1B/HIF1A/HMGB2",4
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","3/96","46/12100",0.00573993153382202,0.0953942352673256,0.0842728361092958,"HLA-DRB1/IFI30/CTSD",3
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","5/96","146/12100",0.00606098591898918,0.0998906677707595,0.0882450585226997,"RPS4X/RPS9/PPP1R15A/RPL5/EIF4A3",5
"GO:0006450","GO:0006450","regulation of translational fidelity","2/96","15/12100",0.00611551161032284,0.0998906677707595,0.0882450585226997,"RPS5/RPS9",2
"GO:2000112","GO:2000112","regulation of cellular macromolecule biosynthetic process","9/96","421/12100",0.00614504781526451,0.0998906677707595,0.0882450585226997,"HSPB1/RPL10/RPS4X/RPS3/RPS9/PPP1R15A/RPL5/RGS2/EIF4A3",9
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","5/96","150/12100",0.00678146383120091,0.107801782407218,0.0952338672838559,"HLA-DRB1/HSP90AA1/HSPD1/MIF/HMGB2",5
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","5/96","150/12100",0.00678146383120091,0.107801782407218,0.0952338672838559,"HSPA1B/ZFAND2A/RPL11/RPL5/HERPUD1",5
"GO:0048144","GO:0048144","fibroblast proliferation","4/96","95/12100",0.00683204966002744,0.107801782407218,0.0952338672838559,"IFI30/PTGES3/MIF/JUN",4
"GO:0002837","GO:0002837","regulation of immune response to tumor cell","2/96","16/12100",0.00695323249476115,0.107801782407218,0.0952338672838559,"HLA-DRB1/HSPD1",2
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","2/96","16/12100",0.00695323249476115,0.107801782407218,0.0952338672838559,"ID3/DDIT3",2
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/96","16/12100",0.00695323249476115,0.107801782407218,0.0952338672838559,"XBP1/HERPUD1",2
"GO:0002262","GO:0002262","myeloid cell homeostasis","5/96","151/12100",0.0069705687771169,0.107801782407218,0.0952338672838559,"HSPA1B/RPS6/HIF1A/HMGB2/KLF2",5
"GO:0006605","GO:0006605","protein targeting","7/96","282/12100",0.00707530855550009,0.108666980366198,0.0959981973882372,"ZFAND2A/HSP90AA1/BAG3/RPL11/HSPD1/HSPA5/HERPUD1",7
"GO:0000028","GO:0000028","ribosomal small subunit assembly","2/96","17/12100",0.00783985047153841,0.11639564666744,0.102825828289862,"RPS27/RPS5",2
"GO:0002834","GO:0002834","regulation of response to tumor cell","2/96","17/12100",0.00783985047153841,0.11639564666744,0.102825828289862,"HLA-DRB1/HSPD1",2
"GO:0035774","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","2/96","17/12100",0.00783985047153841,0.11639564666744,0.102825828289862,"HLA-DRB1/HIF1A",2
"GO:1902074","GO:1902074","response to salt","2/96","17/12100",0.00783985047153841,0.11639564666744,0.102825828289862,"HSPA5/HNRNPA1",2
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/96","17/12100",0.00783985047153841,0.11639564666744,0.102825828289862,"HSPB1/HIF1A",2
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","4/96","100/12100",0.00816701734137782,0.120449984233433,0.106407496765668,"HLA-DRB1/HIF1A/XBP1/TRA2B",4
"GO:0051348","GO:0051348","negative regulation of transferase activity","6/96","222/12100",0.00839769143239394,0.12284655274192,0.108524664795523,"HSPB1/RPL37/RPL11/RPL5/RGS2/GADD45B",6
"GO:0001678","GO:0001678","cellular glucose homeostasis","4/96","101/12100",0.00845308562052531,0.12284655274192,0.108524664795523,"HLA-DRB1/HIF1A/XBP1/TRA2B",4
"GO:0070661","GO:0070661","leukocyte proliferation","7/96","292/12100",0.00849500185103536,0.12284655274192,0.108524664795523,"HLA-DRB1/RPS6/RPS3/HSPD1/HES1/MIF/CSF2RA",7
"GO:0019835","GO:0019835","cytolysis","2/96","18/12100",0.00877455351352353,0.124860545843864,0.110303859420122,"GZMA/LYZ",2
"GO:0046716","GO:0046716","muscle cell cellular homeostasis","2/96","18/12100",0.00877455351352353,0.124860545843864,0.110303859420122,"BAG3/HIF1A",2
"GO:0052548","GO:0052548","regulation of endopeptidase activity","7/96","294/12100",0.00880247224853465,0.124860545843864,0.110303859420122,"SERPINH1/RPS3/HSPD1/HSPE1/DNAJB6/CTSD/CYCS",7
"GO:0032609","GO:0032609","interferon-gamma production","4/96","103/12100",0.00904476978111064,0.126230678121675,0.111514256804958,"HLA-DRB1/HSPD1/IRF8/DDIT3",4
"GO:0032649","GO:0032649","regulation of interferon-gamma production","4/96","103/12100",0.00904476978111064,0.126230678121675,0.111514256804958,"HLA-DRB1/HSPD1/IRF8/DDIT3",4
"GO:0010952","GO:0010952","positive regulation of peptidase activity","5/96","161/12100",0.00906911023774941,0.126230678121675,0.111514256804958,"RPS3/HSPD1/HSPE1/CTSD/CYCS",5
"GO:0033500","GO:0033500","carbohydrate homeostasis","5/96","162/12100",0.00930048168544425,0.127277605384004,0.112439129564296,"HLA-DRB1/RPS6/HIF1A/XBP1/TRA2B",5
"GO:0042593","GO:0042593","glucose homeostasis","5/96","162/12100",0.00930048168544425,0.127277605384004,0.112439129564296,"HLA-DRB1/RPS6/HIF1A/XBP1/TRA2B",5
"GO:0050870","GO:0050870","positive regulation of T cell activation","6/96","227/12100",0.00931578342056248,0.127277605384004,0.112439129564296,"HLA-DRB1/RPS3/HSPD1/HES1/XBP1/HSPH1",6
"GO:0031640","GO:0031640","killing of cells of another organism","2/96","19/12100",0.0097565391665208,0.131143544056728,0.115854363359735,"GNLY/LYZ",2
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","2/96","19/12100",0.0097565391665208,0.131143544056728,0.115854363359735,"HSPA5/XBP1",2
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","5/96","164/12100",0.00977540561895679,0.131143544056728,0.115854363359735,"HSPA1B/DDIT4/FKBP4/PTGES3/YWHAH",5
"GO:0003151","GO:0003151","outflow tract morphogenesis","3/96","56/12100",0.00990183342747498,0.131258232398731,0.11595568092701,"HES1/HIF1A/JUN",3
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","3/96","56/12100",0.00990183342747498,0.131258232398731,0.11595568092701,"HLA-DRB1/IFI30/CTSD",3
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","6/96","231/12100",0.010100407488714,0.13309826909684,0.117581199603902,"PPP1R15A/HSPA5/XBP1/JUN/DDIT3/HERPUD1",6
"GO:0071695","GO:0071695","anatomical structure maturation","5/96","166/12100",0.0102667931579123,0.134494990368651,0.11881508614327,"PAEP/HES1/HIF1A/KLF2/DDIT3",5
"GO:0042594","GO:0042594","response to starvation","5/96","167/12100",0.0105187432103825,0.13698971420773,0.121018966206247,"HSPA5/HNRNPA1/XBP1/UPP1/DDIT3",5
"GO:0070555","GO:0070555","response to interleukin-1","4/96","108/12100",0.0106406322888346,0.137771442483923,0.121709557820269,"HES1/HIF1A/KLF2/CCL3L3",4
"GO:0000302","GO:0000302","response to reactive oxygen species","5/96","168/12100",0.0107749075878015,0.138035788405337,0.121943085354182,"RHOB/RPS3/HIF1A/JUN/KLF2",5
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","2/96","20/12100",0.0107850144510681,0.138035788405337,0.121943085354182,"ZFAND2A/HNRNPA1",2
"GO:0010608","GO:0010608","post-transcriptional regulation of gene expression","9/96","462/12100",0.0109658901711263,0.139548785206275,0.12327969160803,"HSPB1/RPL10/RPS4X/RPS3/RPS9/PPP1R15A/RPL5/RGS2/EIF4A3",9
"GO:0051098","GO:0051098","regulation of binding","7/96","308/12100",0.0111893295659153,0.141583164450531,0.125076895685979,"GZMA/RPL11/HES1/HMGB2/JUN/EIF4A3/DDIT3",7
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","5/96","170/12100",0.0113000082040626,0.142175809437556,0.125600448013042,"MIF/XBP1/HMGB2/MRC1/IRF8",5
"GO:0042176","GO:0042176","regulation of protein catabolic process","7/96","310/12100",0.011565283367453,0.144695989097292,0.127826816166586,"HSPA1B/ZFAND2A/HSP90AA1/RPL11/EEF1A1/UBB/HERPUD1",7
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","5/96","172/12100",0.011842350175436,0.145112247082549,0.128194545315759,"HSPA1B/ZFAND2A/RPL11/UBB/HERPUD1",5
"GO:0002418","GO:0002418","immune response to tumor cell","2/96","21/12100",0.0118591957651657,0.145112247082549,0.128194545315759,"HLA-DRB1/HSPD1",2
"GO:0045823","GO:0045823","positive regulation of heart contraction","2/96","21/12100",0.0118591957651657,0.145112247082549,0.128194545315759,"HSP90AA1/RGS2",2
"GO:0071875","GO:0071875","adrenergic receptor signaling pathway","2/96","21/12100",0.0118591957651657,0.145112247082549,0.128194545315759,"RGS2/ARRDC3",2
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","7/96","312/12100",0.0119503438693163,0.145428501622772,0.128473929777119,"HLA-DRB1/RPS3/HSPD1/HES1/MIF/XBP1/HSPH1",7
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","4/96","113/12100",0.0124084702426998,0.150182952339633,0.132674089723146,"HSP90AA1/BAG3/HSPD1/DDIT3",4
"GO:0048568","GO:0048568","embryonic organ development","7/96","315/12100",0.0125452715871198,0.151017944997382,0.133411735967721,"ID3/RPL10/HES1/HIF1A/DNAJB6/EIF4A3/TRA2B",7
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","6/96","243/12100",0.0127363001079752,0.152136420104089,0.134399815269323,"HLA-DRB1/HSPA1B/HSPD1/EEF1A1/JUN/MRC1",6
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","2/96","22/12100",0.0129783087879269,0.152136420104089,0.134399815269323,"UBB/HIF1A",2
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","2/96","22/12100",0.0129783087879269,0.152136420104089,0.134399815269323,"UBB/HIF1A",2
"GO:1903524","GO:1903524","positive regulation of blood circulation","2/96","22/12100",0.0129783087879269,0.152136420104089,0.134399815269323,"HSP90AA1/RGS2",2
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","5/96","176/12100",0.0129797574404028,0.152136420104089,0.134399815269323,"HLA-DRB1/RPS6/HSPD1/XBP1/IRF8",5
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","5/96","177/12100",0.0132752718113233,0.153979324603214,0.13602786740879,"MIF/XBP1/HMGB2/MRC1/IRF8",5
"GO:0097305","GO:0097305","response to alcohol","5/96","177/12100",0.0132752718113233,0.153979324603214,0.13602786740879,"RPS4X/RPL10A/RPL15/RGS2/KLF2",5
"GO:0052547","GO:0052547","regulation of peptidase activity","7/96","319/12100",0.0133714950804704,0.154291811109883,0.136303923127347,"SERPINH1/RPS3/HSPD1/HSPE1/DNAJB6/CTSD/CYCS",7
"GO:0070585","GO:0070585","protein localization to mitochondrion","4/96","116/12100",0.0135543130396496,0.154899986472554,0.136841195243639,"HSP90AA1/BAG3/HSPD1/DDIT3",4
"GO:0007004","GO:0007004","telomere maintenance via telomerase","3/96","63/12100",0.0136328681403775,0.154899986472554,0.136841195243639,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0043279","GO:0043279","response to alkaloid","3/96","63/12100",0.0136328681403775,0.154899986472554,0.136841195243639,"HSP90AA1/HES1/HSPA5",3
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","6/96","247/12100",0.0137134449884046,0.155024578625265,0.136951262000151,"HLA-DRB1/RPS3/HSPD1/HES1/XBP1/HSPH1",6
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","2/96","23/12100",0.0141415883841425,0.157466586657427,0.139108572052434,"PTGES3/MIF",2
"GO:0046457","GO:0046457","prostanoid biosynthetic process","2/96","23/12100",0.0141415883841425,0.157466586657427,0.139108572052434,"PTGES3/MIF",2
"GO:0051654","GO:0051654","establishment of mitochondrion localization","2/96","23/12100",0.0141415883841425,0.157466586657427,0.139108572052434,"UBB/HIF1A",2
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","3/96","64/12100",0.0142225428120866,0.157580113644362,0.139208863659543,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0048469","GO:0048469","cell maturation","4/96","118/12100",0.0143544555763538,0.158254319646238,0.139804468328324,"PAEP/HES1/HIF1A/KLF2",4
"GO:0009617","GO:0009617","response to bacterium","9/96","484/12100",0.0145135746076096,0.159220348035205,0.140657873692623,"GNLY/HLA-DRB1/GZMA/LYZ/MIF/XBP1/HMGB2/MRC1/IRF8",9
"GO:0048545","GO:0048545","response to steroid hormone","6/96","251/12100",0.0147420383046042,0.160933918158595,0.142171669717777,"HSPA1B/DDIT4/FKBP4/PTGES3/HMGB2/YWHAH",6
"GO:0002260","GO:0002260","lymphocyte homeostasis","3/96","65/12100",0.014826535959888,0.161066807720344,0.142289066541878,"RPS6/MIF/HIF1A",3
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","7/96","326/12100",0.0149107390568714,0.16119522271676,0.142402510461383,"RPS27/HSPA1B/RPL10/RPS5/RPL11/RPS3/RPL5",7
"GO:0010035","GO:0010035","response to inorganic substance","8/96","405/12100",0.0150297173979405,0.161696524856103,0.142845369014751,"RHOB/RPS3/HSPA5/HIF1A/HNRNPA1/JUN/KLF2/EIF4A3",8
"GO:0001890","GO:0001890","placenta development","4/96","120/12100",0.0151840020600407,0.162571022056301,0.143617914221741,"RPS6/HES1/HIF1A/DNAJB6",4
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","2/96","24/12100",0.0153482785097509,0.163543618379021,0.144477121806721,"GADD45G/GADD45B",2
"GO:0030901","GO:0030901","midbrain development","3/96","66/12100",0.0154448879901673,0.163789359781441,0.14469421380262,"HES1/HSPA5/YWHAH",3
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","5/96","185/12100",0.0158047329895152,0.166811091789812,0.147363661548535,"HSPA1B/RPS3/HES1/KLF2/CCL3L3",5
"GO:0009749","GO:0009749","response to glucose","4/96","122/12100",0.0160432834690955,0.166896128661033,0.147438784518928,"HLA-DRB1/HIF1A/XBP1/TRA2B",4
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","3/96","67/12100",0.0160776354987567,0.166896128661033,0.147438784518928,"HSPD1/HSPE1/CYCS",3
"GO:0046651","GO:0046651","lymphocyte proliferation","6/96","256/12100",0.0161020657086435,0.166896128661033,0.147438784518928,"HLA-DRB1/RPS6/RPS3/HSPD1/HES1/MIF",6
"GO:0006914","GO:0006914","autophagy","9/96","493/12100",0.0161875005796063,0.166896128661033,0.147438784518928,"HSPB1/HSP90AA1/BAG3/EEF1A1/HIF1A/XBP1/IRF8/DDIT3/CTSD",9
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","9/96","493/12100",0.0161875005796063,0.166896128661033,0.147438784518928,"HSPB1/HSP90AA1/BAG3/EEF1A1/HIF1A/XBP1/IRF8/DDIT3/CTSD",9
"GO:0048872","GO:0048872","homeostasis of number of cells","6/96","257/12100",0.0163841703619769,0.16801330330565,0.148425714970935,"HSPA1B/RPS6/MIF/HIF1A/HMGB2/KLF2",6
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","4/96","123/12100",0.0164841740375611,0.16801330330565,0.148425714970935,"RHOB/RPS3/JUN/KLF2",4
"GO:0021879","GO:0021879","forebrain neuron differentiation","2/96","25/12100",0.0165976321182052,0.16801330330565,0.148425714970935,"HES1/UBB",2
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","2/96","25/12100",0.0165976321182052,0.16801330330565,0.148425714970935,"XBP1/RGS2",2
"GO:0061448","GO:0061448","connective tissue development","5/96","189/12100",0.0171826313031153,0.173148053900624,0.152961838082984,"SERPINH1/UBB/HIF1A/XBP1/ARRDC3",5
"GO:0001892","GO:0001892","embryonic placenta development","3/96","69/12100",0.0173864447221923,0.174412668451902,0.154079019373056,"HES1/HIF1A/DNAJB6",3
"GO:0032943","GO:0032943","mononuclear cell proliferation","6/96","262/12100",0.0178462324660058,0.175500462325262,0.155039994368594,"HLA-DRB1/RPS6/RPS3/HSPD1/HES1/MIF",6
"GO:0009746","GO:0009746","response to hexose","4/96","126/12100",0.0178522988066246,0.175500462325262,0.155039994368594,"HLA-DRB1/HIF1A/XBP1/TRA2B",4
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","4/96","126/12100",0.0178522988066246,0.175500462325262,0.155039994368594,"HSPA1B/ZFAND2A/RPL11/HERPUD1",4
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","2/96","26/12100",0.0178889110677299,0.175500462325262,0.155039994368594,"XBP1/IRF8",2
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/96","26/12100",0.0178889110677299,0.175500462325262,0.155039994368594,"HSPB1/HIF1A",2
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","3/96","70/12100",0.0180625612334986,0.176426859065796,0.155858388482959,"HSPA1B/FKBP4/RPS3",3
"GO:0010632","GO:0010632","regulation of epithelial cell migration","5/96","193/12100",0.0186382703866901,0.181255144764886,0.160123775466439,"HSPB1/RHOB/HIF1A/JUN/DNAJA4",5
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","3/96","71/12100",0.0187531829582095,0.181270265587474,0.160137133449762,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","4/96","128/12100",0.01880261847809,0.181270265587474,0.160137133449762,"HSPB1/RHOB/HIF1A/JUN",4
"GO:0071398","GO:0071398","cellular response to fatty acid","2/96","27/12100",0.0192213860294591,0.184140766564458,0.162672981215689,"ID3/HES1",2
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","8/96","424/12100",0.0192657380375028,0.184140766564458,0.162672981215689,"HSPB1/DDIT4/MIF/HIF1A/XBP1/RGS2/DDIT3/HERPUD1",8
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","3/96","72/12100",0.0194583285234998,0.1843987132844,0.162900855589792,"BAG3/DEDD2/HMGB2",3
"GO:0070227","GO:0070227","lymphocyte apoptotic process","3/96","72/12100",0.0194583285234998,0.1843987132844,0.162900855589792,"RPS6/MIF/HIF1A",3
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","8/96","427/12100",0.0200056646292527,0.188782267497228,0.166773359465091,"HSPA1B/ID3/DDIT4/FKBP4/PTGES3/HSPA5/KLF2/YWHAH",8
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","3/96","73/12100",0.0201780131726106,0.188808551829428,0.166796579476379,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0046785","GO:0046785","microtubule polymerization","3/96","73/12100",0.0201780131726106,0.188808551829428,0.166796579476379,"HSPA1B/FKBP4/RPS3",3
"GO:0051100","GO:0051100","negative regulation of binding","4/96","131/12100",0.0202861277346161,0.189025968472762,0.166988648914325,"GZMA/JUN/EIF4A3/DDIT3",4
"GO:0000470","GO:0000470","maturation of LSU-rRNA","2/96","28/12100",0.0205943363964476,0.189518955185491,0.167424161483082,"RPL10A/RPL7",2
"GO:0021575","GO:0021575","hindbrain morphogenesis","2/96","28/12100",0.0205943363964476,0.189518955185491,0.167424161483082,"HES1/HSPA5",2
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/96","28/12100",0.0205943363964476,0.189518955185491,0.167424161483082,"HSPA1B/RPS3",2
"GO:0034284","GO:0034284","response to monosaccharide","4/96","132/12100",0.0207962318633731,0.190589334813712,0.168369752448102,"HLA-DRB1/HIF1A/XBP1/TRA2B",4
"GO:0032273","GO:0032273","positive regulation of protein polymerization","3/96","74/12100",0.0209122488324951,0.190867123565437,0.168615155599368,"HSPA1B/HSP90AA1/RPS3",3
"GO:0070997","GO:0070997","neuron death","6/96","273/12100",0.0213742117600271,0.194287222814614,0.171636527516609,"DDIT4/HSPA5/UBB/HIF1A/JUN/DDIT3",6
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","7/96","352/12100",0.0217431351077156,0.196837243434483,0.173889257665043,"HLA-DRB1/RPS3/HSPD1/HES1/MIF/XBP1/HSPH1",7
"GO:0042220","GO:0042220","response to cocaine","2/96","29/12100",0.022007050193548,0.197148462682867,0.174164193866792,"HSP90AA1/HSPA5",2
"GO:0046685","GO:0046685","response to arsenic-containing substance","2/96","29/12100",0.022007050193548,0.197148462682867,0.174164193866792,"ZFAND2A/HNRNPA1",2
